,PRE98sc
CENPF,0.019134397
KCTD3,0.16263989
GPATCH2,0.04692109
RRP15,0.085582055
TGFB2,0.007285
LYPLAL1,0.40405986
EPRS1,0.11525202
BPNT1,0.062414203
IARS2,0.2125927
RAB3GAP2,0.1082576
MARK1,0.022716025
C1orf115,0.14242044
MTARC2,0.16005051
MTARC1,0.020463567
HLX,0.0061622313
DUSP10,0.006667607
TAF1A,0.012368722
MIA3,0.108805425
ENSG00000272750,0.004718044
AIDA,0.14688958
BROX,0.2755699
DISP1,0.017327406
TLR5,0.029309405
SUSD4,0.071776696
CAPN8,0.0060932487
CAPN2,0.43368727
TP53BP2,0.042661224
FBXO28,0.09019366
DEGS1,0.13104315
NVL,0.029060166
CNIH4,0.34644714
WDR26,0.19399136
DNAH14,0.046392754
LBR,0.16679356
ENAH,0.08041957
SRP9,1.0205146
EPHX1,0.15932196
ENSG00000242861,0.02133742
TMEM63A,0.06118722
PYCR2,0.07949685
SDE2,0.06920253
H3-3A,1.4821545
ACBD3,0.16861248
PARP1,0.20683262
STUM,0.02729882
ITPKB,0.15708312
PSEN2,0.03315827
COQ8A,0.08303843
CDC42BPA,0.16529813
ZNF678,0.033164877
SNAP47,0.072447315
JMJD4,0.029895376
ARF1,0.49510357
C1orf35,0.10002336
MRPL55,0.3284251
GUK1,1.1092265
GJC2,0.004688315
IBA57,0.028070042
OBSCN,0.11602751
TRIM11,0.033307914
H2AC25,0.03405437
RNF187,0.28775147
RHOU,0.043705933
RAB4A,0.16458125
CCSAP,0.01303855
NUP133,0.053834915
ABCB10,0.043687604
TAF5L,0.020078162
URB2,0.01691267
LINC01736,0.0036979378
GALNT2,0.0635392
COG2,0.074083365
AGT,0.01488243
C1orf198,0.03974281
TTC13,0.021215566
ARV1,0.17046401
FAM89A,0.013097792
C1orf131,0.0650975
GNPAT,0.0898399
EXOC8,0.053794645
SPRTN,0.026291188
EGLN1,0.20988405
ENSG00000233461,0.046446502
TSNAX,0.19945547
DISC1,0.0069951126
SIPA1L2,0.05226434
NTPCR,0.13903798
MAP3K21,0.11304741
COA6,0.12629622
TARBP1,0.09269858
LINC01354,0.0
IRF2BP2,0.5634628
TOMM20,0.7204374
RBM34,0.022447404
ARID4B,0.15427846
GGPS1,0.102165975
ENSG00000285053,0.0
TBCE,0.0
B3GALNT2,0.017365726
LYST,0.09765946
NID1,0.030994473
GPR137B,0.10901322
ERO1B,0.048111487
EDARADD,0.0060880613
LGALS8,0.08729658
ENSG00000273058,0.0053982423
HEATR1,0.058022335
MTR,0.20512626
RYR2,0.0
CHRM3,0.030699987
FH,0.12731892
OPN3,0.041850712
CHML,0.042253144
CEP170,0.04574246
SDCCAG8,0.13517232
AKT3,0.08871963
ZBTB18,0.072851114
ADSS2,0.22423244
DESI2,0.08258549
COX20,0.60731083
HNRNPU,0.8046652
EFCAB2,0.10636614
KIF26B,0.0112015195
SMYD3,0.04738802
TFB2M,0.08522169
CNST,0.052817877
SCCPDH,0.21413052
AHCTF1,0.11305054
ZNF670,0.011895591
ZNF669,0.01473756
ZNF124,0.029520039
ENSG00000259865,0.053083267
ZNF496,0.015443333
NLRP3,0.0
OR2M3,0.0
SH3BP5L,0.027790036
ZNF672,0.067857586
ZNF692,0.04531276
PGBD2,0.020939805
FAM110C,0.043657787
SH3YL1,0.4098074
ACP1,0.3320157
TMEM18,0.1067573
PXDN,0.016371552
ENSG00000232057,0.0
EIPR1,0.061920196
TRAPPC12,0.08245228
ADI1,0.80952114
RNASEH1,0.029025117
RNASEH1-DT,0.028146992
RPS7,1.851657
COLEC11,0.029924002
CMPK2,0.016663892
RSAD2,0.016958168
ENSG00000271947,0.0
RNF144A,0.06588688
LINC01871,0.009550276
ID2,0.3678601
KIDINS220,0.25859505
MBOAT2,0.17127424
ASAP2,0.3658718
ITGB1BP1,0.15657727
CPSF3,0.03629055
IAH1,0.22201467
ADAM17,0.09672399
YWHAQ,0.46559668
TAF1B,0.066000246
ENSG00000269973,0.028684516
ENSG00000260077,0.021850659
KLF11,0.10536785
HPCAL1,0.17815015
ODC1,0.14908646
NOL10,0.06542573
RN7SL832P,0.0034167266
ATP6V1C2,0.18257493
PDIA6,0.5188442
SLC66A3,0.1549548
ROCK2,0.16884604
E2F6,0.015705423
GREB1,0.004441233
LPIN1,0.09584988
TRIB2,0.118628986
NBAS,0.056722783
DDX1,0.19544075
MYCN,0.0065423544
CYRIA,0.0018683906
SMC6,0.059781343
GEN1,0.011728364
KCNS3,0.019847017
RDH14,0.11917549
TTC32,0.094461285
WDR35,0.053110875
LAPTM4A,1.1803932
SDC1,0.12960078
PUM2,0.29383665
RHOB,0.71141607
GDF7,0.022387972
LDAH,0.034152858
ATAD2B,0.052275565
UBXN2A,0.09313606
WDCP,0.007738501
FKBP1B,0.029003814
SF3B6,0.6635335
FAM228B,0.028881378
TP53I3,0.14984128
ITSN2,0.10881259
NCOA1,0.13660419
PTRHD1,0.17057863
ADCY3,0.00899323
DNAJC27,0.031771604
DNAJC27-AS1,0.081176355
POMC,0.024167132
DNMT3A,0.046762053
DTNB,0.039036877
ASXL2,0.09831757
KIF3C,0.0055470606
RAB10,0.37377396
HADHA,0.37574413
HADHB,0.6262599
SELENOI,0.11414303
SLC35F6,0.09492415
MAPRE3,0.099064946
TMEM214,0.08711111
AGBL5,0.048490237
OST4,1.1949354
EMILIN1,0.012095127
KHK,0.28503805
PREB,0.04960954
ATRAID,0.53575224
MPV17,0.08492867
GTF3C2,0.08185619
GTF3C2-AS2,0.011200605
EIF2B4,0.04988157
SNX17,0.22600597
ZNF513,0.026364813
PPM1G,0.16017076
NRBP1,0.13704811
KRTCAP3,0.0740988
IFT172,0.044015646
FNDC4,0.00431468
ZNF512,0.07767168
GPN1,0.055239066
SUPT7L,0.061313663
SLC4A1AP,0.07172245
MRPL33,1.0706551
BABAM2,0.13825811
FOSL2,0.45703745
PPP1CB,0.9785333
TRMT61B,0.08693724
WDR43,0.07145063
CLIP4,0.0516493
YPEL5,0.31869876
LBH,0.13488539
LCLAT1,0.06585245
CAPN13,0.016221251
EHD3,0.03524561
MEMO1,0.023678955
DPY30,0.4033858
SPAST,0.0342384
SLC30A6,0.10488232
YIPF4,0.25342625
ENSG00000272754,0.0
BIRC6,0.25305182
TTC27,0.026018642
LTBP1,0.055419043
RASGRP3,0.038594473
FAM98A,0.06804474
CRIM1-DT,0.036525607
CRIM1,0.54314
FEZ2,0.16276452
STRN,0.08218048
HEATR5B,0.08334886
GPATCH11,0.017407369
EIF2AK2,0.15851271
CEBPZOS,0.3054461
CEBPZ,0.17325638
NDUFAF7,0.040932275
PRKD3,0.11577915
QPCT,0.03419053
CDC42EP3,0.09327904
RMDN2,0.036689635
CYP1B1,0.052260112
ATL2,0.16127062
HNRNPLL,0.09113501
GALM,0.10434974
SRSF7,0.37509662
GEMIN6,0.06719467
DHX57,0.032188874
MORN2,0.19366634
SOS1,0.120441474
MAP4K3,0.21647194
MAP4K3-DT,0.13934228
TMEM178A,0.28385338
THUMPD2,0.04410192
SLC8A1,0.61932987
PKDCC,0.019392285
EML4,0.1236211
COX7A2L,0.771864
MTA3,0.09384609
HAAO,0.0692983
ZFP36L2,0.5366995
THADA,0.063223794
PLEKHH2,0.083777554
DYNC2LI1,0.2038283
LRPPRC,0.32461575
PPM1B,0.17942607
PREPL,0.37775245
CAMKMT,0.04491605
SRBD1,0.06488735
PRKCE,0.071777254
EPAS1,0.32310787
ATP6V1E2,0.016535247
RHOQ,0.17173536
PIGF,0.15437129
CRIPT,0.22219554
SOCS5,0.07110835
MCFD2,0.28001517
TTC7A,0.053892598
CALM2,1.7167366
EPCAM,1.085562
MSH2,0.042346314
KCNK12,0.0
MSH6,0.038359184
FBXO11,0.13240337
FOXN2,0.053726144
PPP1R21-DT,0.013660085
PPP1R21,0.1062178
STON1,0.038725212
CHAC2,0.017203566
ERLEC1,0.19002421
PSME4,0.08766345
ACYP2,0.14399238
SPTBN1,0.7426269
RTN4,1.4956436
CLHC1,0.025263563
RPS27A,2.5032024
MTIF2,0.045177296
CCDC88A,0.051844236
CFAP36,0.11238242
PPP4R3B,0.24578269
PPP4R3B-DT,0.03914673
PNPT1,0.06506096
EFEMP1,0.075163
CCDC85A,0.0
VRK2,0.058146153
FANCL,0.053583518
BCL11A,0.0107446
PAPOLG,0.04624923
REL,0.049823806
PUS10,0.024885895
PEX13,0.092982456
SANBR,0.01581997
C2orf74,0.030044112
USP34,0.21518125
USP34-DT,0.01606079
XPO1,0.24341755
FAM161A,0.031720515
CCT4,0.406382
COMMD1,0.20037867
B3GNT2,0.22252801
EHBP1,0.06896434
WDPCP,0.018346991
MDH1,0.5403094
UGP2,0.37993756
VPS54,0.09671494
PELI1,0.0427444
ENSG00000225889,0.015781516
LGALSL,0.06556791
AFTPH-DT,0.0037625893
AFTPH,0.19693121
SERTAD2,0.06758405
SLC1A4,0.0047249296
CEP68,0.07199311
RAB1A,0.56264305
ACTR2,0.5575174
SPRED2,0.061678834
MEIS1,0.01765965
ETAA1,0.055856247
C1D,0.4063335
DNAAF10,0.029083904
PNO1,0.047637023
PPP3R1,0.13224927
CNRIP1,0.009477612
PLEK,0.009274839
FBXO48,0.016421555
ARHGAP25,0.004829769
ANTXR1,0.04560112
GFPT1,0.18446328
NFU1,0.14141403
AAK1,0.29334787
ANXA4,0.5787546
GMCL1,0.14948674
SNRNP27,0.17123248
MXD1,0.04531415
PCBP1,0.9081134
C2orf42,0.03033474
TIA1,0.21168964
PCYOX1,0.42873675
SNRPG,0.76262563
FAM136A,0.13304418
TGFA,0.0798209
TEX261,0.10945297
NAGK,0.08364387
MCEE,0.10659919
MPHOSPH10,0.062617175
PAIP2B,0.058935698
ZNF638,0.216236
DYSF,0.03507901
CYP26B1,0.06927623
EXOC6B,0.05037372
SPR,0.08409082
SFXN5,0.077301264
RAB11FIP5,0.08104233
SMYD5,0.03178753
PRADC1,0.08833886
CCT7,0.27966064
FBXO41,0.002449017
ALMS1,0.03916931
TPRKB,0.14826718
DUSP11,0.10287534
STAMBP,0.109915376
ACTG2,0.0
DGUOK,0.2677368
DGUOK-AS1,0.004227114
TET3,0.017884202
BOLA3,0.36384958
MOB1A,0.48484084
MTHFD2,0.06402936
DCTN1,0.17842506
WDR54,0.08816213
RTKN,0.07916357
INO80B,0.021275744
MOGS,0.10326158
MRPL53,0.051438767
CCDC142,0.006783946
TTC31,0.03200943
LBX2,0.0035307861
PCGF1,0.029718902
AUP1,0.1729906
HTRA2,0.0755003
LOXL3,0.0036726636
DOK1,0.012324118
HK2,0.008529724
POLE4,0.3342147
MRPL19,0.2137956
GCFC2,0.071637854
ENSG00000270696,0.029225007
SUCLG1,0.6890248
TMSB10,1.8227168
KCMF1,0.15767242
TCF7L1,0.03400454
TGOLN2,0.5707385
RETSAT,0.0461436
ELMOD3,0.04665445
CAPG,0.5164183
MAT2A,0.26726708
GGCX,0.094643384
VAMP8,0.87403715
VAMP5,0.22628355
RNF181,0.4866568
TMEM150A,0.06575917
USP39,0.046178013
C2orf68,0.08219744
GNLY,0.05454855
ATOH8,0.012874225
ST3GAL5,0.01909729
POLR1A,0.020327382
PTCD3,0.11424092
IMMT,0.27542964
MRPL35,0.15087864
REEP1,0.020773578
KDM3A,0.07585798
CHMP3,0.3318571
RNF103,0.11804648
RMND5A,0.14572059
CD8A,0.0085412925
CD8B,0.006362604
LINC01943,0.0022170832
CYTOR,0.08618889
KRCC1,0.13303702
FABP1,0.3389226
EIF2AK3,0.037038468
EIF2AK3-DT,0.0070414557
RPIA,0.06454781
IGKC,0.016520284
MAL,1.2601715
MRPS5,0.21320274
ZNF514,0.06725063
ZNF2,0.013191907
PROM2,0.34656703
FAHD2A,0.047240946
LINC00342,0.017759547
ANKRD36C,0.038328756
ADRA2B,0.015329977
DUSP2,0.017800726
STARD7,0.36501184
TMEM127,0.15487899
CIAO1,0.10055462
SNRNP200,0.16066281
ITPRIPL1,0.0
NCAPH,0.0029876707
ARID5A,0.023121104
KANSL3,0.08224557
LMAN2L,0.053156458
CNNM4,0.023859963
CNNM3,0.024245687
ANKRD39,0.03015199
SEMA4C,0.021553997
FAM178B,0.0
FAHD2B,0.06496486
ANKRD36,0.027135473
APPAT,0.013603548
ANKRD36B,0.015212149
COX5B,1.919959
ACTR1B,0.08346275
TMEM131,0.09723918
INPP4A,0.058768768
COA5,0.19616173
UNC50,0.32020545
MGAT4A,0.2682389
LINC02611,0.0
CRACDL,0.013557013
LIPT1,0.03811596
MITD1,0.11129486
MRPL30,0.11117194
TXNDC9,0.1451468
EIF5B,0.31019196
REV1,0.12856111
AFF3,0.01018139
LONRF2,0.051760323
CHST10,0.0121164
PDCL3,0.11613925
RPL31,0.60043633
TBC1D8,0.014799423
CNOT11,0.10667426
RNF149,0.12863988
MAP4K4,0.08506247
LINC01127,0.004348164
IL1R2,0.007677625
IL1R1,0.14594093
IL1RL1,0.0062514944
IL18R1,0.00756956
IL18RAP,0.0029636645
TMEM182,0.010383983
MRPS9,0.11109892
TGFBRAP1,0.05859214
C2orf49-DT,0.022227846
C2orf49,0.1198988
FHL2,0.07690784
NCK2,0.09701858
ECRG4,0.03794902
UXS1,0.2559422
ST6GAL2,0.004953624
SULT1C4,0.03977039
GCC2,0.28296804
LIMS1,0.30514985
RANBP2,0.39409652
CCDC138,0.0063551823
SH3RF3,0.008976717
SEPTIN10,0.15667668
SOWAHC,0.074727446
RGPD5,0.013854338
NPHP1,0.047834333
MTLN,0.5096986
MIR4435-2HG,0.05118761
BCL2L11,0.092633925
ENSG00000271590,0.0
ENSG00000270190,0.0
ANAPC1,0.03479727
MERTK,0.07091488
TMEM87B,0.05403421
FBLN7,0.002602318
ZC3H8,0.06821951
ZC3H6,0.10156997
TTL,0.048524495
POLR1B,0.031473674
CHCHD5,0.49444082
SLC20A1,0.16276889
IL1B,0.0018664773
IL1RN,0.01552829
PSD4,0.039970968
PAX8,0.2845957
ZNG1B,0.031429283
PGM5P4-AS1,0.0
RABL2A,0.033177625
SLC35F5,0.24795842
ACTR3,0.3653794
DDX18,0.25320467
ENSG00000236255,0.0
CCDC93,0.038062725
INSIG2,0.13235863
MARCO,0.004463953
STEAP3,0.012633613
C2orf76,0.1479118
DBI,0.9515558
TMEM37,0.22595315
TMEM177,0.048805386
PTPN4,0.099238895
EPB41L5,0.15221477
TMEM185B,0.038024455
RALB,0.114316985
INHBB,0.0
TFCP2L1,0.5286717
CLASP1,0.14590226
NIFK-AS1,0.031628862
NIFK,0.10656383
TSN,0.21883179
GYPC,0.092096515
BIN1,0.118968405
ERCC3,0.051638424
MAP3K2,0.22867662
PROC,0.0098153725
IWS1,0.06286717
ENSG00000272789,0.020949291
LIMS2,0.11870706
WDR33,0.20746227
SFT2D3,0.051271286
POLR2D,0.03134868
AMMECR1L,0.046159793
ENSG00000272667,0.033178985
SAP130,0.022960957
UGGT1,0.09899212
HS6ST1,0.09758589
CCDC74B,0.008747126
SMPD4,0.013675456
MZT2B,0.9702815
CCDC115,0.19926642
IMP4,0.13933727
PTPN18,0.13174625
FAM168B,0.23272362
PLEKHB2,0.5391784
MZT2A,0.4071243
CCDC74A,0.015603489
LYPD1,0.009500472
MGAT5,0.06296279
TMEM163,0.008538584
CCNT2,0.12683623
RAB3GAP1,0.1761531
ZRANB3,0.021076974
R3HDM1,0.065160476
UBXN4,0.40981603
MCM6,0.024330191
DARS1,0.2963455
CXCR4,0.053412016
HNMT,0.36504704
SPOPL,0.103001006
KYNU,0.025990324
ARHGAP15,0.0065575005
GTDC1,0.019934455
ZEB2,0.06448002
ACVR2A,0.060599577
ORC4,0.1739029
MBD5,0.08545931
EPC2,0.053732358
MMADHC,0.24420774
RND3,0.11141004
RBM43,0.06828704
NMI,0.05292679
TNFAIP6,0.0
RIF1,0.16253655
ARL5A,0.13248424
STAM2,0.15912828
FMNL2,0.06020956
PRPF40A,0.22920184
ARL6IP6,0.06837242
NR4A2,0.100185454
GPD2,0.059523515
CYTIP,0.04950356
ACVR1,0.05728793
PKP4,0.305895
DAPL1,0.023180788
TANC1,0.103633575
WDSUB1,0.070997685
BAZ2B,0.19189289
BAZ2B-AS1,0.01562285
MARCHF7,0.18478122
CD302,0.050173543
LY75,0.022849925
PLA2R1,0.03244954
RBMS1,0.2585965
TANK,0.13177815
PSMD14,0.19699782
DPP4,0.100390494
FAP,0.0
IFIH1,0.036062866
GCA,0.22346768
FIGN,0.021543542
COBLL1,0.7952946
SLC38A11,0.05390708
SCN3A,0.003886509
CSRNP3,0.044327192
TTC21B,0.044164825
SCN9A,0.01753656
SCN7A,0.044178367
STK39,0.077614814
CERS6,0.078829914
NOSTRIN,0.05151292
BBS5,0.020247182
FASTKD1,0.052335903
PPIG,0.37427184
KLHL23,0.060563117
SSB,0.27110493
METTL5,0.18236673
UBR3,0.13557431
GORASP2,0.13251388
TLK1,0.2484582
METTL8,0.04688387
DCAF17,0.048301954
CYBRD1,0.16721337
DYNC1I2,0.45261925
SLC25A12,0.12911575
HAT1,0.18877992
ITGA6,0.4475942
PDK1,0.029470831
RAPGEF4,0.0442739
MAP3K20,0.07440677
SP3,0.15781361
OLA1,0.18537083
CIR1,0.17651795
SCRN3,0.061017714
GPR155,0.072358385
WIPF1,0.049429003
CHN1,0.018243799
ATF2,0.1668092
ATP5MC3,1.4764125
LNPK,0.094100714
MTX2,0.37639016
HNRNPA3,0.63863575
NFE2L2,0.73225737
ENSG00000222043,0.006537735
AGPS,0.09770665
IFT70B,0.038102556
IFT70A,0.049419414
RBM45,0.026288183
CHROMR,0.030886099
PRKRA,0.15429352
FKBP7,0.028519625
PLEKHA3,0.18946375
TTN-AS1,0.040244766
CCDC141,0.0
SESTD1,0.11574458
CWC22,0.09477725
UBE2E3,0.3342584
LINC01934,0.0
ITGA4,0.0112846065
ITPRID2,0.2618928
PDE1A,0.24008135
DNAJC10,0.21642193
FRZB,0.027725253
NCKAP1,0.37511286
NUP35,0.0542837
ENSG00000283839,0.0
LINC01473,0.014087237
ZC3H15,0.28201854
ITGAV,0.31488913
FAM171B,0.011504716
CALCRL,0.17876053
TFPI,0.17957313
GULP1,0.15927118
COL3A1,0.013094161
COL5A2,0.01827003
WDR75,0.06821816
SLC40A1,0.23074554
ASNSD1,0.16501434
ANKAR,0.021880822
OSGEPL1,0.040330496
ORMDL1,0.25062233
PMS1,0.030603943
C2orf88,0.028926376
HIBCH,0.27200645
INPP1,0.06677897
MFSD6,0.042317208
NEMP2,0.02183446
NAB1,0.09175524
GLS,0.81278473
STAT1,0.19794323
STAT4,0.0055665835
MYO1B,0.27392685
NABP1,0.033171058
CAVIN2,0.19934031
SLC39A10,0.17313348
STK17B,0.077377744
ENSG00000272211,0.0024030346
HECW2,0.0347195
HECW2-AS1,0.0
GTF3C3,0.07184296
PGAP1,0.07303072
ANKRD44,0.050636057
SF3B1,0.60405064
COQ10B,0.18443839
HSPD1,0.67793745
HSPE1,1.1698309
MOB4,0.21406212
RFTN2,0.0118933795
PLCL1,0.2881564
FTCDNL1,0.011194429
C2orf69,0.056505345
TYW5,0.033587415
MAIP1,0.108930945
SPATS2L,0.1705316
KCTD18,0.0499146
SGO2,0.008373169
BZW1,0.47767484
CLK1,0.2785912
PPIL3,0.108578674
NIF3L1,0.055690955
ORC2,0.048798133
HYCC2,0.10182835
NDUFB3,0.72525114
CFLAR,0.3360637
CASP10,0.026726708
CASP8,0.040219337
TRAK2,0.17496413
STRADB,0.117162645
TMEM237,0.05153802
ALS2,0.040619146
FZD7,0.08615654
SUMO1,0.92218304
NOP58,0.11399906
ENSG00000273456,0.006855461
BMPR2,0.22433163
FAM117B,0.080063716
ICA1L,0.02603681
WDR12,0.056659535
CARF,0.044869628
NBEAL1,0.20658651
CYP20A1,0.11341176
ABI2,0.23139678
RAPH1,0.09651623
CD28,0.0
ICOS,0.0
PARD3B,0.061273985
NRP2,0.026217818
INO80D,0.117796816
NDUFS1,0.3559693
EEF1B2,0.8147648
ZDBF2,0.05410952
ADAM23,0.011102285
FASTKD2,0.105823435
KLF7,0.07900873
CREB1,0.110805206
METTL21A,0.056873683
LINC01857,0.0
CCNYL1,0.044679955
IDH1,0.18679167
PIKFYVE,0.074183695
MAP2,0.018365594
RPE,0.102313094
KANSL1L,0.13986376
LANCL1,0.22784428
CPS1,0.019208921
SPAG16,0.20429158
BARD1,0.023264008
ATIC,0.07923285
FN1,0.077300034
PECR,0.09711575
XRCC5,0.40134287
SMARCAL1,0.026413461
RPL37A,1.8526962
IGFBP2,0.1794454
IGFBP5,0.7563988
TNS1,0.2840549
TNS1-AS1,0.0033499792
ARPC2,0.46718168
GPBAR1,0.0011213736
AAMP,0.20834333
PNKD,0.8000725
TMBIM1,0.121811755
SLC11A1,0.042423915
CTDSP1,0.2330819
USP37,0.047144998
CNOT9,0.077177346
BCS1L,0.06108573
RNF25,0.033641107
TTLL4,0.009263586
CYP27A1,0.05578504
WNT6,0.0
CNPPD1,0.20278004
RETREG2,0.22634648
ZFAND2B,0.10981607
ANKZF1,0.0606054
STK16,0.09750052
TUBA4A,0.16550103
DNAJB2,0.21435252
DNPEP,0.1035386
DES,0.012862648
SPEG,0.021457717
GMPPA,0.115870595
CHPF,0.18215837
OBSL1,0.22533785
STK11IP,0.01841887
EPHA4,0.054060023
FARSB,0.044591162
ACSL3,0.3281712
KCNE4,0.034123737
WDFY1,0.11634917
MRPL44,0.13523373
SERPINE2,0.078842506
CUL3,0.2334285
DOCK10,0.02136702
IRS1,0.10558341
RHBDD1,0.054354783
MFF,0.35605937
AGFG1,0.1546672
PID1,0.0026452094
TRIP12,0.2051789
FBXO36,0.031566266
SLC16A14,0.008344569
SP110,0.03414151
SP140,0.002536751
SP140L,0.03668892
SP100,0.1460314
CAB39,0.3463451
ITM2C,0.30854857
PSMD1,0.14601675
HTR2B,0.0
ARMC9,0.0072255307
NCL,0.531962
PTMA,2.3914905
PDE6D,0.046060532
COPS7B,0.074943684
DIS3L2,0.033761065
EIF4E2,0.17998107
EFHD1,0.6295586
GIGYF2,0.14521962
SNORC,0.016501665
INPP5D,0.01721037
ATG16L1,0.026333412
DGKD,0.018713647
USP40,0.09394405
TRPM8,0.0
ARL4C,0.056064673
SH3BP4,0.15257402
AGAP1,0.094602436
ACKR3,0.033781577
COPS8,0.20756102
COL6A3,0.0028588998
MLPH,0.023677228
RAB17,0.22404222
LRRFIP1,0.3731981
RAMP1,0.07933631
UBE2F,0.07267051
KLHL30,0.0031474708
ILKAP,0.10126405
HES6,0.016999207
PER2,0.07319187
TRAF3IP1,0.040112603
ASB1,0.04856582
HDAC4,0.03917562
NDUFA10,0.3425646
COPS9,0.8667175
GPC1,0.052892543
DUSP28,0.04478731
RNPEPL1,0.13917556
CAPN10,0.043261696
GPR35,0.009370526
AGXT,0.022704618
SNED1,0.040358026
MTERF4,0.099118315
PASK,0.015554457
PPP1R7,0.14811733
HDLBP,0.34918207
SEPTIN2,0.5641498
FARP2,0.043044377
STK25,0.12641278
BOK,0.058444068
THAP4,0.2304751
ATG4B,0.12651993
DTYMK,0.074406125
ING5,0.09996699
D2HGDH,0.107798226
CNTN4,0.004963454
TRNT1,0.08422561
CRBN,0.1803098
SUMF1,0.10907871
SETMAR,0.05426843
ITPR1,0.18255024
BHLHE40,0.20150754
ARL8B,0.23484464
EDEM1,0.08077133
LMCD1,0.036414444
SSUH2,0.011241319
OXTR,0.005917967
RAD18,0.012059217
THUMPD3-AS1,0.19742781
THUMPD3,0.060605004
SETD5,0.08113385
LHFPL4,0.0
MTMR14,0.062487338
BRPF1,0.018739063
OGG1,0.054497015
CAMK1,0.06732918
TADA3,0.13498211
ARPC4,0.35487518
TTLL3,0.04348558
RPUSD3,0.08710522
JAGN1,0.12610082
IL17RE,0.032912724
IL17RC,0.05544268
CRELD1,0.109632984
PRRT3,0.026376676
EMC3,0.19459012
BRK1,0.48243523
VHL,0.05182498
TATDN2,0.04406899
SEC13,0.09022228
ATG7,0.040261433
VGLL4,0.23120044
TAMM41,0.0387932
TIMP4,0.0
PPARG,0.04369953
TSEN2,0.03455753
MKRN2OS,0.0
MKRN2,0.027734896
RAF1,0.07706743
TMEM40,0.0
RPL32,2.7104192
IQSEC1,0.10130253
NUP210,0.042284764
HDAC11,0.09228945
FBLN2,0.012413525
CHCHD4,0.05300081
TMEM43,0.1026621
XPC,0.07759531
LSM3,0.4529239
SLC6A6,0.08656726
GRIP2,0.033505473
CCDC174,0.07563093
FGD5,0.03380702
FGD5-AS1,0.41390905
NR2C2,0.066384465
MRPS25,0.22122742
RBSN,0.04709415
CAPN7,0.10383445
SH3BP5,0.15490147
METTL6,0.03587372
EAF1,0.09416658
HACL1,0.04245864
BTD,0.053203184
ANKRD28,0.12533005
GALNT15,0.012137033
DPH3,0.08794463
OXNAD1,0.03357301
RFTN1,0.032152683
PLCL2,0.048218213
TBC1D5,0.12861176
SATB1,0.09376592
RAB5A,0.2224851
KAT2B,0.09630006
ZNF385D,0.035058096
UBE2E2,0.1798143
UBE2E1,0.10522664
NKIRAS1,0.041666597
RPL15,1.9033651
NR1D2,0.11857114
RARB,0.07971687
TOP2B,0.2979316
NGLY1,0.08790578
OXSM,0.05077842
SLC4A7,0.04219112
LINC02084,0.0
EOMES,0.0021686666
CMC1,0.18901138
AZI2,0.17880604
RBMS3,0.084520064
TGFBR2,0.31769097
STT3B,0.28707367
GPD1L,0.09733333
CMTM8,0.073554516
CMTM7,0.040872063
CMTM6,0.32307753
DYNC1LI1,0.10353144
CNOT10,0.028876362
GLB1,0.13547876
CRTAP,0.28568718
SUSD5,0.008962471
UBP1,0.12302617
CLASP2,0.13889201
PDCD6IP,0.28881386
TRANK1,0.012587189
EPM2AIP1,0.20296668
MLH1,0.048865683
LRRFIP2,0.10942217
GOLGA4,0.23468532
ITGA9,0.027567787
CTDSPL,0.18691188
PLCD1,0.03205964
ACAA1,0.3702584
MYD88,0.018072592
OXSR1,0.14445747
XYLB,0.012523494
ACVR2B,0.028535228
EXOG,0.02077944
WDR48,0.09382418
GORASP1,0.05162765
CSRNP1,0.07324377
CX3CR1,0.009159128
SLC25A38,0.048277523
RPSA,1.1108278
MYRIP,0.010096967
EIF1B,0.47981325
RPL14,1.7528772
ZNF620,0.010496609
ZNF621,0.0384674
CTNNB1,0.70043105
TRAK1,0.13075238
VIPR1,0.00872396
SEC22C,0.09070541
SS18L2,0.15739898
NKTR,0.28214663
HIGD1A,0.72066617
ZNF662,0.017361714
POMGNT2,0.035179
SNRK,0.14587523
ANO10,0.13798444
ABHD5,0.082495846
TCAIM,0.11276101
ZNF445,0.042470876
ZNF852,0.0058330623
ZNF660,0.008482398
ZNF197,0.021320676
ZNF35,0.013380985
KIAA1143,0.08300135
KIF15,0.0
TMEM42,0.065898776
ZDHHC3,0.17182335
EXOSC7,0.23344606
CLEC3B,0.11215111
CDCP1,0.046575088
LARS2,0.03142289
LIMD1,0.022878472
SACM1L,0.14491935
LZTFL1,0.09556391
FYCO1,0.05214842
CCR1,0.005568522
CCR2,0.0
CCR5,0.0
CCRL2,0.005850758
LRRC2,0.0070419516
ALS2CL,0.04999855
PTH1R,0.5819861
CCDC12,0.19670439
NBEAL2,0.12108927
SETD2,0.14402057
KIF9,0.12124588
KLHL18,0.07315165
PTPN23-DT,0.0088415565
PTPN23,0.080867976
SCAP,0.10607136
ELP6,0.10638396
SMARCC1,0.18193194
DHX30,0.21254289
MAP4,0.21689785
CAMP,0.0
ZNF589,0.011006276
NME6,0.054248314
CCDC51,0.03169671
TMA7,1.5255128
ATRIP,0.018929608
SHISA5,0.14872244
PFKFB4,0.0057930346
UQCRC1,0.68133837
SLC26A6,0.013076839
CELSR3,0.0
NCKIPSD,0.03446517
IP6K2,0.17715858
PRKAR2A,0.20120817
SLC25A20,0.034356
